filename,full_sentiment,custom_sentiment,full_words,custom_words
fewer_americans_believe_trump_threatened_democracy_after_2020_election_poll.txt,-18,NA,"threatened, supporters, stop, racist, unsure, refused, broke, anti, honor, riot",NA
four_days_to_go_democrat_desperation.txt,-8,-3,"desperate, yes, favor, failed, cut, hate, offended, like, good, wins, faith, excited, violating, joke, pay, enjoy, problem, justice, prosecuted, no, courtesy, fake, clearly, fight, combat, crap, supporters, empty, foolish, sorry, true, killing, destroy, free, threaten, death, freedom, cruel, unstable, dishonest, condemns, violent, firing, exclusive, join",hate
happy_all_saints_day_trump_promotes_another_catholic_feast_day.txt,37,NA,"happy, promotes, celebrated, jesus, wishing, significant, visions, celebrates, shared, battle, god, pray, heavenly, hell, evil, honor, beautiful, no, yeah",NA
he_blew_it_trump_rips_biden_for_saying_lock_him_up.txt,-19,-7,"win, stupid, fool, cut, racist, shoot, kill, threat, bizarre, like, damage, prosecution, illegal","stupid, illegal"
heres_where_trump_and_kamala_will_spend_their_final_campaign_day.txt,7,NA,"won, supporters, racist, grand, stops, like, no",NA
hillary_clinton_compares_trump_campaign_event_to_nazi_rally.txt,-13,NA,"won, failed, fascist, sadly, appalled, fascists, support, kind, win, ignore, want, please, danger, clear, racist, blamed, assassination, bitter, war, no, smear",NA
hillary_clinton_voters_see_trump_as_strong_believe_he_offers_better_future_for_them.txt,24,NA,"strong, better, failed, like, good, grateful, progress, difficult, support, backing, racist, certain, agree",NA
house_finds_secret_service_responsible_for_preventable_trump_assassination_attempt.txt,-33,NA,"responsible, assassination, attack, prepared, stunning, failures, struck, fired, errors, inadequate, secure, tragic, shocking, risks, clear, fire, killing, like, big, gun, reach, racist, no, warning, reached",NA
how_dare_we_speak_merry_christmas_trump_team_posts_kamala_flashback_promises_christmas_cheer.txt,46,-6,"merry, promises, cheer, illegal, cut, likes, promised, won, racist, wrong, happy, wish, matter, strongest, disaster, legal, boost, support, fear, anticipation",illegal
how_trump_learned_to_embrace_the_transgender_culture_wars.txt,50,-11,"embrace, applause, promised, cut, protect, clear, highlight, illegal, prisoners, warns, effective, war, irreversible, harm, like, convinced, united, consent, winning, arrested, exposed, win, won, shocked, share, frenzy, no, big, pretty, want, support, forced, unfair, rich, bold, violence, protests, endorsed, promises, prominent, opportunities, infuriated, startled, criticizing, stop, boldly, eager, sadly, injustice, shared, fair, battle, vindicated, warned, warnings, anxious, avoid, anti, loser, struggled, lack, alarm, accepting, admit, backed, crazy, wins, passionate, strange, easy, growing, powerful, aggressive, lost, gained, disappointed, top, destroy, struggling, broken, hate, shattered, incensed, good, hard, disaster, pathetic, wrong, ban, outraged, endorses, admits, focused, underestimate, missed, ruin, chances, competitive, decisive, brave, rewarded, validate, care, block, distress, beautiful, important, backs, opportunity, supported, fear","illegal, crazy, hate"
if_that_sticks_at_election_day_nyt_poll_shows_trump_polling_over_20_with_black_voters.txt,-9,NA,"big, trouble, warned, weakness, support, reached, war, problem, hell, better, alarm, no, matter, strongest, cutting, lowest, bad, solution, scold, blind, convince, insulted, helpful, insult, enthusiastic",NA
in_final_days_trump_guns_for_battleground_states.txt,21,-9,"mad, grand, join, top, stop, advantage, stops, united, courtesy, failed, secure, strengthen, restore, greater, support, fails, reach, accusing, illegal, kind, boost, boosting, positive, accepted","mad, illegal"
inside_leonard_leos_plan_for_conservatives_to_crush_liberal_dominance.txt,121,NA,"crush, exclusive, legal, effective, backing, focused, choke, strong, hated, vision, win, want, like, improving, shared, improve, certain, important, protests, protesting, popular, pressure, united, grant, litigation, aggressive, prominent, influential, justice, protest, anti, care, supporting, challenge, spirit, strengthen, good, best, brightest, greatest, helping, worth, wrong, lawsuits, kind, risk, hard, effectively, huge, success, demand, stop, steal, importance, clearly, protect, threat, violates, stops, freedom, wonderful, great, committed, embrace, matter, opportunity, successful, engage, yes",NA
ive_got_the_easiest_job_in_american_politics_jd_vance_primes_rally_crowd_for_trump_at_msg.txt,36,NA,"like, united, win, cheers, applause, war, honor, greatest, fight, screaming, immortal, important, better, pretty, easy, peace, pay, lowest, secure, envy, positive, no, honest, bad",NA
jake_paul_endorses_trump_explains_why.txt,11,-3,"endorses, endorse, save, undecided, supporting, dream, encourage, problems, freedom, agree, good, racist, problem, happy, blame, lowest, likes, bad, felonies, great, damned, opportunities, better, want, stop, clear, safe, stopping, illegal, criminal",illegal
jd_vance_dismantles_kamalas_disastrous_interview_with_bret_baier.txt,-11,-3,"disastrous, desire, attack, refused, like, bizarre, illegal, racist, screwed, problems, cut, best",illegal
jd_vance_dont_trust_the_polls.txt,40,NA,"trust, discouraged, favor, better, disadvantage, advantage, good, faith, missed, bad, important, like, racist, hard, supporters, responsive, won, smart, wrong, reaching, win, yeah, chance, winning, want, ass, secure",NA
joe_rogan_endorses_trump_for_president.txt,36,NA,"endorses, endorsement, endorsed, influential, united, helps, great, powerful, agree, yes, refused, respected, big, thank, loved",NA
kamala_losing_popular_vote_advantage_over_trump.txt,22,NA,"losing, popular, advantage, lost, significant, beating, support, error, racist, like, huge, exhausted",NA
kamalas_campaign_outraised_team_trump_3_to_1_in_september.txt,0,NA,"war, supporting, racist, lags, benefitting, support",NA
let_the_states_run_the_schools_trump_promises_education_overhaul_during_fox_friends_interview.txt,-4,NA,"promises, best, desire, lack, promote, faith, hard, confusing, help, like, thank, limits, war, criticized, lagging, great, racist, want, stop, abuse, indoctrinate, supporters",NA
man_arrested_with_guns_outside_trump_rally_speaks_out_these_accusations_are_complete_bulls.txt,-40,NA,"arrested, accusations, violence, harm, arrest, assassination, stopped, supporter, shocked, care, no, detention, praised, fake, prevented, denied, kind, danger, extend, ensure, safety",NA
man_badly_beats_trump_supporter_for_wearing_a_trump_2024_hat_police_say.txt,-48,NA,"badly, supporter, broken, arrested, beating, suspect, victim, fight, tops, friendly, determined, aggressive, bloody, violence, charged, criminal, mischief, racist, felony, supporters, attacked, significant, murder, motivated, attack",NA
market_very_convinced_trump_is_going_to_win_billionaire_investor_says.txt,23,NA,"convinced, win, benefit, racist, winner, likes, no, wins, doubts, backing, stronger, bad, support, unified, like, worse, anti",NA
mike_lee_says_kamala_trolling_for_assassins_with_hitler_rhetoric.txt,-2,NA,"like, criticized, top, attacks, no, leave, feeling, justified, loyal, best, mocked, dead, praised, dishonest, unstable, stop, worst, reached, violence, threat",NA
mike_lee_slams_mitch_mcconnell_for_attacking_trump_maga_movement.txt,-5,NA,"attacking, hurting, criticized, damage, ability, successful, excuse, cheated, fair, criticism, attacks, commit, sabotage, clarity, clear, help, undermine, sadly",NA
my_case_for_trump.txt,7,-9,"screams, courage, like, generous, worst, hate, no, matter, promised, wrong, sadly, destroy, conspiracy, admit, prison, failing, fallen, missed, successful, alone, alive, fulfilled, promise, criminal, illegal, peace, prevented, novel, strong, growing, unemployment, warning, fascist, drunk, great, expand, good, confident, best, suspect, bad, kill, free, safe, incompetent, capable, want, empty, catastrophe, disaster, worse, proudly, critics, matters, important, virtuous, disappear, fire, forgotten, worth, enemies, death, pretend, severe, trauma, vulnerable, refuse, hide, kind, threats, danger, comfort, irony, wins, comfortable, improves, threat, powerful, perfect, exclusive, join","hate, illegal"
my_closing_statement_why_i_voted_trump.txt,-58,-8,"support, error, significant, favor, dead, better, underestimate, pretty, respected, best, shocking, clearly, advantage, carefully, wrong, stop, want, ardent, menace, like, worried, threat, crazy, worrying, wavering, hesitant, love, care, swift, big, exaggerates, illegal, burdened, cowardly, weak, great, bomb, true, hell, anti, racism, opportunity, winning, losing, idiotic, oppressed, failure, battle, fail, success, hate, freedom, justice, lowest, yes, bad, ensuring, dump, threaten, safety, growth, evil, interests, protected, worth, no, chance, united, powerful, peaceful, aggression, terror, positive, important, empty, straight, shame, insane, failed, crime, charmless, irritating, pretend, pretends, gun, failing, joy, shy, exploited, victimized, ignored, successful, punishes, tears, hide, enemies, ignores, promises, benefits, wealth, fit, punished, rich, top, launched, coward, weakness, confident, worst, embarrassment, help, escape, hope, commitment, threatening, aggressive, war, undermining, cut, committing, protesting, solid, thanks, guilt, legal, ability, refuse, tragic, prosecuted, survived, win, won, challenge, worse, lost, killed, limits, destroy, kill, controversial, grave, fraud, enemy, matter, share, torn, broken, demand, danger, destruction, problem, scam, protest, good, encouraged, ignore, upset, strengthen, bailout, competent, embarrassed, free, allow, clear, funny, worry, speculative, agreed, excellent, fight, collapse, alarmists, problems, exclusive, join","crazy, illegal, hate"
nate_silver_publishes_two_dozen_reasons_why_trump_could_defeat_kamala.txt,12,-3,"shared, favor, gaining, favored, win, popular, stressed, bias, difficult, focused, lag, strong, effective, illegal, increased, substantially, contend, pay, crime, racist, losing, support, feeling, lost, advanced, best, fitness, broke, trust, interest, poor, weird, unstable, war, struggling, vision, backing, surviving, assassination",illegal
nbc_news_pollster_breaks_down_broader_movement_favoring_trump_in_polls.txt,23,NA,"meaningful, favor, significance, want, hard, ignore, win, advantage, positive, negative, stressed, support, undecided, gains, unclear, huge, interest, pretty, powerful, big",NA
not_a_charity_event_trump_says_kamala_would_melt_down_if_elected_president.txt,6,NA,"pressure, like, die, alone, agree, popular, restrict, best, sincere, wish, nice, hope, racist, want, weak, foolish, won",NA
not_encouraging_nyt_warns_kamala_in_trouble_as_poll_finds_her_tied_with_trump.txt,-10,NA,"warns, trouble, warned, pessimistic, strong, danger, error, racist, top, trusted, disappointed, accepted, support",NA
not_just_the_betting_markets_trump_takes_lead_in_battleground_state_polling.txt,25,NA,"advantage, better, no, top, favored, racist, capable, care, win, battle",NA
october_surprise_media_launch_ugliest_anti_trump_smears_yet.txt,26,-3,"anti, like, win, big, prospect, no, mistake, robust, encouraged, danger, excellent, weak, smart, good, waste, alarm, worried, reach, difficult, problem, better, stops, alive, clear, yes, top, want, honest, accomplished, capable, bad, united, focused, lost, losing, disrespected, insulted, help, interest, grants, illegal, failing, true, dirty, undecided, desperate, exclusive, join, free",illegal
patently_false_former_senior_pence_advisers_refute_john_kellys_hitler_comments_about_trump.txt,-38,NA,"ignore, praised, accused, disparaged, fond, loyal, fascist, fraud, lied, avoided, funeral, racist, dumb, problem, weakness, wasting",NA
poll_finds_israelis_overwhelmingly_favor_trump_over_kamala.txt,-6,NA,"favor, big, favored, support, grateful, unmatched, racist, interests, enemies, fire, war, united, trouble, attack, beautiful, tortured, terrible, weak, fool, bloody, obliterate, want, anti, warns, peril, wins",NA
polling_averages_have_trump_up_in_every_battleground_state_building_lead.txt,25,NA,"positive, increased, best, favored, win, no, like, racist, popular, struggling, significant, unclear",NA
race_to_the_middle_which_candidate_resonates_more_with_middle_america.txt,73,NA,"focused, danger, vision, betrayed, great, thank, pleasure, honor, love, ugly, praising, disparaging, nonsense, amazing, top, like, no, fascist, threat, fallen, winning, promised, assassination, depressing, best, inability, bad, threatening, fun, true, interesting, degraded, humiliated, proud, happy, encourage, united, dream, struggle, legal, rewards, big, win, positive, care, cares, commitment, smart, ban, natural, refuse, opportunity, promises, cuts, cut, help, cutting, hard, lack, problem, increase, demand, worse, struggling, better, rich, want, protect, free, effective, disaster, effectively, mess, legally, gains, honest, growth, agree, won, growing, huge, exclusive, join",NA
republican_senate_candidate_calls_to_keep_men_out_of_womens_sports.txt,0,-5,"support, block, no, ban, upset, want, denied, allow, crazy, accusing, conflict, interest, wealth, accuse, suffer, illegal, wealthy, pay, fair, share, racist, optimistic, competitive, like, big, deficit, safety, criminals","crazy, illegal"
spin_cycle_trumps_not_all_right_better_investigate_elon_musk.txt,18,NA,"better, worth, missed, stops, wrong, undermining, supporting, free, lack, ability, unstable, want, complained, bizarre, support, legal, clear, supports, deny, kind, super, favor, great, confidence, like, exclusive, join",NA
stupid_people_made_these_deals_trump_spars_with_bloomberg_editor_in_chief_on_economy.txt,-28,-16,"stupid, chance, no, war, racist, united, want, confused, applause, agreed, agree, positive, hard, negative, wrong, pay, aggression, win, bad, idiot, stop, advantage, commit, peaceful, worst, thank, appreciate","stupid, idiot"
swing_state_showcase_everything_you_need_to_know_about_the_race_in_arizona.txt,-27,-12,"win, dead, top, supporters, care, benefit, focused, fight, freedom, like, impose, illegal, blamed, violence, terror, gross, incompetence, won, lagging, no, importance, criticized, warning, fails, chaos, emergency, problems, risk, fraud, stop, steal, legal, suing, landmark, integrity, consent, drop, accusing, failing, threats, opportunity, crime, allow, imprisoned",illegal
swing_state_showcase_everything_you_need_to_know_about_the_race_in_georgia.txt,11,-3,"favor, defeated, advantage, helping, secure, big, mistake, nasty, opportunity, fear, woo, stops, win, support, no, active, absentee, accepted, competitive, backing, integrity, easy, rewarded, missed, battle, critics, like, matters, lawsuits, guilty, motivated, rejected, revive, good, illegal, doubt, stopped, attack, losing, increase, crime, war, better, stronger",illegal
swing_state_showcase_everything_you_need_to_know_about_the_race_in_north_carolina.txt,40,-3,"winner, wins, launched, lagged, enjoying, favor, won, increased, share, loss, ban, cut, focused, support, illegal, increase, absentee, determined, good, problem, failed, like, winning, struck, lawsuit, poor, drag, advantage, chance, win, thanks, kind, help, supporters, ensure, encourage",illegal
swing_state_showcase_everything_you_need_to_know_about_the_race_in_pennsylvania.txt,2,NA,"important, win, wins, good, chance, winning, losing, suspended, won, lost, true, huge, no, strong, support, promised, affected, like, complained, enjoying, guarantee, supporters, delayed, delay, allow, absentee, demands, lawsuits, flops, challenge, rejected, mistakes, drop, controversial, increase, risk, fraud, lawsuit, failed, excuse, dead, hard, supported, criminal, destroyed, successful",NA
swing_state_showcase_everything_you_need_to_know_about_the_race_in_wisconsin.txt,52,NA,"like, chance, winning, won, top, important, trusted, trust, notorious, endorsement, hopes, determined, wow, advantage, integrity, contentious, drop, violated, celebrated, banned, opportunity, want, justice, secured, mistake, demanded, accused, agreed, interest, legal, accuses, warned, struck, lawsuits, ensuring, no, thanks, backed, ensure",NA
the_american_people_answered_the_call_trump_visits_helene_ravaged_north_carolina.txt,-13,NA,"praised, praising, devastating, stop, promised, help, death, alone, shares, sorrow, grief, hardship, terrible, tragedy, love, inspiring, spirit, triumph, killed, victims, horrible, helpless, abandoned, rescue, trapped, forget, opportunity, leave, lost",NA
the_interview_was_fire_podcast_host_talks_to_charlamagne_tha_god_about_his_sit_down_with_trump.txt,29,NA,"fire, god, funny, chance, brilliant, stop, wrong, funnier, laughing, like, saved, victims, hard, agree, fun, racist, promote, angry, great, ridiculous, support",NA
the_new_republic_claims_republicans_cheat_to_win_elections_here_are_its_absurd_examples.txt,-10,-6,"cheat, win, negative, worse, promises, warning, illegal, demanding, clearly, prevent, scare, favor, hoax, leaked, war, admit, won, matter, bad, kind, huge, cheated, better, treason, good, undermine, accuses, refused, accept, swift, no, smear, cancer, abandons",illegal
the_party_that_hates_men_is_wondering_why_theyre_losing_male_voters.txt,26,-3,"hates, losing, desperate, win, like, important, kind, optimism, thanks, chance, significant, support, share, disappointed, no, disappoint, save, cancel, disregarding, care, pretty, disappointing, poor, supporting, bad, joy, hiding, contempt, upset, crime, hate, better, furious, supporters, fortunate, miss, mocked, shame, misunderstands, clueless, joke, great, comedy, funny, smart, fails, vision, slam, gun, trap, eager, impress, strong, fair, top, afraid, fool, stopped, promoting, disaster, struggle, loved, good, fake, lame, sexy, convince, convinced, doubt, passionate, cowardly, growing, fail, irritating, annoying, true, cry, insults, accused, matters, want, problem, destroy, exclusive, join, free",hate
these_celebrities_say_theyre_voting_for_trump.txt,34,NA,"no, matter, support, supporter, censors, wins, shared, boost, crushing, problems, freedom, agree, good, supporting, justice, challenge, thank, racist, free, afraid, terrified, kind, cry, endorsed, rob, hid, miserable, supports, united, pleased, interest, exploration, safety, clarity, calm, natural, ability, endorsement, frightening, resolve, endorse, god, bless",NA
totally_incompetent_trump_reiterates_call_for_kamala_to_take_cognitive_test_after_fox_interview.txt,-3,-6,"incompetent, criticized, attack, crisis, praised, illegal, great, bad, best, strongest, endorsement, honor, terrible, worst, lethargic, hopefully, congratulations, fair, clearly, good, inferior, ability, racist, burdened, kind, strength, united",illegal
trump_at_msg_says_hes_running_against_something_far_bigger_than_kamala.txt,-6,-2,"smart, vicious, top, impress, powerful, war, big, mocked, broke, cheers, perfect, hard, want, enemy, crazy, frustrating, harm, scam, great",crazy
trump_blasts_dem_senators_attempts_to_tie_themselves_to_him_days_before_election.txt,11,NA,"promoting, support, certain, pretend, great, fair, protect, stop, backing, racist, gained, cut, favored",NA
trump_campaign_memo_describes_massive_turnout_deficit_for_dems_on_eve_of_election.txt,-11,NA,"deficit, swearing, absentee, scary, advantage, no, motivated, confidence, stronger, stressed",NA
trump_campaign_responds_to_fake_news_claiming_he_called_for_liz_cheney_to_be_fired_upon.txt,-88,NA,"fake, fired, supporter, outrage, war, nice, death, threat, destroy, free, threaten, freedom, cruel, unstable, violent, prominent, critics, tense, firing, attack, top, die, clearly, like, fight, combat, anti, hoax, assassination, racist, yes, battle, dumb, danger",NA
trump_campaign_says_it_won_battle_in_pennsylvania_early_in_person_voting_can_continue.txt,21,NA,"won, battle, lawsuit, clear, opportunity, racist, shared, like, secure, fair, united, favor, block, granted, denied, pleased, grateful, fight, protect, clean, important, comprehensive, ensure",NA
trump_credits_god_with_saving_his_life_expresses_appreciation_for_gods_providence.txt,51,NA,"god, appreciation, saved, death, shoot, fun, missing, killing, luck, fresh, mercy, help, good, assassination, revered, jesus, celebrated, praising, great, strength, solidarity, honored, solemn, beautiful, heroic, no, yeah, honor, advantage",NA
trump_demands_action_after_colorado_officials_say_voting_system_passwords_leaked.txt,-26,NA,"demands, leaked, demanding, accidentally, stop, leak, like, resign, problem, failing, protect, integrity, inconvenience, affected, guarantee, secure, determined, no, threat, protected, error, disappointing, mistake, severe, racist, criticism, mistakes, focused",NA
trump_drops_new_policy_at_madison_square_garden_tax_credit_for_family_caregivers.txt,18,-3,"care, alert, support, loved, war, cheered, thank, death, penalty, illegal, killing, kills, cheers, better, thrilled, love, proud, hard, like, no",illegal
trump_gets_in_garbage_truck_to_address_bidens_garbage_insult.txt,-6,NA,"insult, ashamed, insulted, great, racist, like, honor, supporters, outreach",NA
trump_pledges_to_name_cabinet_member_dedicated_to_reducing_cost_of_living.txt,-6,NA,"dedicated, top, cutting, emergency, matter, fight, racist, help, ensure, big, assets, criminal, victims, crime",NA
trump_promises_tariffs_on_all_products_from_mexico_until_it_curbs_flow_of_migrants_into_u_s.txt,2,NA,"promises, chance, promised, stops, supporters, important, touted, promise, crisis, top, stop, criminals, impose, united, like, racist, brave",NA
trump_religious_exemption_to_ivf_mandate_is_a_pretty_good_idea.txt,28,NA,"pretty, good, like, unacceptable, gift, exclusive, killing, violates, want, helping, popular, problem, joke, controversial, supports, pay, promised",NA
trump_responds_to_biden_calling_74_million_americans_garbage.txt,-21,-3,"attack, worse, supporters, terrible, please, forgive, like, convinced, likes, backed, fascists, no, hate, support, damn, insult, racist, joy, survived, assassination",hate
trump_rips_kamalas_lie_that_hes_canceling_events.txt,-31,NA,"loser, fatigue, exhausted, cancel, insulting, refused, racist, tired, exhilarated, killing, want, smart, clearly, war",NA
trump_rocks_madison_square_garden_kamala_panics.txt,23,-2,"panics, pretty, clear, big, no, protest, like, stupid, god, bless, sophisticated, good, lost, broke, great, winning, happy, clearly, failing, free, problem, panic, exclusive, join",stupid
trump_says_intel_leak_on_israeli_militarys_plans_probably_came_from_defense_department.txt,-13,NA,"leak, no, share, blame, responsible, attack, top, leaked, like, dispute, prepared, strike, racist, encourage, war",NA
trump_says_kamala_has_lost_catholic_support_after_unprecedented_targeting.txt,-7,-6,"lost, support, backed, like, promised, bold, restoring, war, love, hate, hope, join, supporting, embrace, exposing, demanding, lunatic, racist, criticized, persecuted, safe, united, protect, stop, violence, restore, peace","hate, lunatic"
trump_says_kamala_is_running_a_campaign_of_absolute_hate.txt,-33,-18,"hate, big, powerful, smart, vicious, accused, attacks, fascist, greatest, destruction, destroy, assassination, shameful, worst, war, condemned, focused, enemies, united, racist, slam, praised, disparaged",hate
trump_serves_fries_while_kamala_serves_lies.txt,7,-5,"wins, honest, kind, remarkable, like, crisis, want, win, threatened, accusing, crazy, lol, no, likes, big, losing, free, top, vague, pay, fake, stolen, worse, denying, funny, fallen, mad, love, hostile, happy, capable, hysterics, vulnerability, highlight, effective, ignore, attacking, crime, pretty, daring, accuses, accused, improve, negative, clear, care, cares, support, refused, convince, bad, yes, strong, problems, lost, worst, dumb, hilarious, terrible, loved, enjoying, praises, jokes, favorite, great, wrong, hates, successful, interest, favor, rejected, gray, shared, disgusting, winning, fraud, admit, shocked, scoop, entitled, exclusive, difficult, cool, shock, nonsense, impotent, rage, exposes, good, fun, awkward, pretend, friendly, entertaining, desperate, furious, join","crazy, mad"
trump_signals_he_will_ban_transgender_athletes_from_womens_sports_cant_have_it.txt,-7,NA,"ban, solution, stopping, pretending, safety, racist, easy, hurt, best, stop, big",NA
trump_sues_cbs_news_for_10_billion_over_kamala_60_minutes_interview_edits.txt,-27,NA,"deceitful, manipulation, lawsuit, accusing, favor, stop, united, clear, war, weakness, confused, racist, no, good, nice, hard, threatened, demand, demanding, damages",NA
trump_supporter_sues_cali_sheriff_for_accusing_him_of_trying_to_assassinate_trump.txt,-48,-3,"supporter, accusing, hurt, arrested, suing, supports, fake, denied, illegal, arrest, stopped, assassination, prevented, lawsuit, heroic, saved, threat, racist, united, true, hope, no, legal, mistake, shares, suspect",illegal
trump_tells_6_year_old_his_favorite_farm_animal_and_how_kamalas_going_to_take_them_away.txt,36,-6,"favorite, love, focused, insane, fight, want, ruin, cute, beautiful, lunatic, fun, great, highlight, threat, ban, agreed, praised, racist, unbelievable, falling, important, boring, like, brilliant, good, hell, fire, crash, perfect, win, enthusiastic, mad","lunatic, mad"
trump_tells_supporters_biden_harris_have_treated_you_like_garbage.txt,8,NA,"supporters, like, love, joke, incompetent, destroyed, evil, war, condemned, racist, supporter, clear, criticism, support, fascist",NA
trump_unveils_plan_to_seize_assets_from_gangs_and_drug_cartels_give_to_migrant_crime_victims.txt,-53,-6,"assets, crime, victims, criminal, alert, war, help, violent, top, important, racist, struggles, illegal, criminals, support, promoting, arrested, riots, terrible, incompetent, wreck, destroyed, killing",illegal
trump_warns_that_black_neighborhoods_will_be_majority_migrant_if_kamala_wins.txt,-42,-15,"warns, wins, hell, worse, illegal, warned, warning, losing, better, backing, support, collapsing, supporters, crushing, sad, reached, racist, destroying, disaster, no, dream, bad, struggling",illegal
trump_won_hearts_and_minds_during_nyc_court_battles_habba_says.txt,-1,NA,"won, battles, rich, legal, greatest, lawsuits, fake, charges, crush, underestimated, hard, fight, strength, stopped, war, favorite, fascists, want, fascist, no, persecuted, underestimate, smart, like",NA
trump_works_fry_cooker_at_mcdonalds_roasts_kamala_ive_now_worked_15_minutes_more_than_she_has.txt,8,NA,"stop, help, war, favorite, like, free, supporters, stopping, amazing, greater, hard, great, beautiful, no, lied, racist, killing, want, destroy, favored",NA
trumps_bodyguard_describes_how_he_is_a_man_of_the_people.txt,-5,NA,"awful, terrible, hates, great, reaches, bad, love, appreciation, stopped, racist, supporters, greet, wealthy, easy",NA
trumps_cruising_kamalas_crashing.txt,81,-3,"insane, joy, clear, win, no, popular, wrong, reach, love, commit, big, feeling, celebrate, best, lost, united, charming, funny, highlight, true, undermines, perfectly, care, like, hate, excellent, good, enjoys, winning, losing, better, relentless, annoying, want, enjoying, exclusive, join, free",hate
